date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:39:51	478617/478617	---M-Z	200	added ('OK')	text/javascript	etag:%22b055278ffe6cae60b608dd88d1372ef7%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-69a1973260902ba7c9d1d-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-69a1973260902ba7c9d1d-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:39:51	478631/478631	---M-Z	200	added ('OK')	text/javascript	etag:%22a677503ccbfb46e4910fd219200cd87a%22	http://assets.squarespace.com/universal/scripts-compressed/moment-js-vendor-9eb6dec99333d7ad8a9d3-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/moment-js-vendor-9eb6dec99333d7ad8a9d3-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:39:55	907457/907457	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Mar%202022%2018:39:50%20GMT	https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css	(from https://reed-chicory-2fpn.squarespace.com/)
12:39:56	46829/46829	---M-Z	200	added ('OK')	text/javascript	etag:%22889832e94eac6640c04cd6af49b057dc%22	http://assets.squarespace.com/universal/scripts-compressed/performance-a352d2bb01b07a1e65146-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/performance-a352d2bb01b07a1e65146-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:39:59	181016/181016	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202022%2018:39:55%20GMT	https://reed-chicory-2fpn.squarespace.com/cart	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/cart.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:39:59	19472/19472	---M--	200	added ('OK')	image/png	etag:COr16M6og+4CEAE=	http://images.squarespace-cdn.com/content/v1/5fc680c6d26ff1194f9a8901/1609799004271-VB342LP2JIGLB73ZIEMV/Midwest_CMYK+Coated+copy_katy.png?format=1500w	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/5fc680c6d26ff1194f9a8901/1609799004271-VB342LP2JIGLB73ZIEMV/Midwest_CMYK+Coated+copy_katy26f7.png	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:05	0/0	---M--	302	error ('Found')	text/html	etag:W/%22e6bf642183b3e4cdf6f7935cf85cfd23%22	https://reed-chicory-2fpn.squarespace.com/individual-engagement-committee-1	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/individual-engagement-committee-1.11.delayed	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:05	575775/575775	---M-Z	200	added ('OK')	text/javascript	etag:%228a07ef42461ec78a800fcd1c0a83e8d8%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-d67724443896661f321e1-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/common-vendors-d67724443896661f321e1-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:06	290752/290752	---M-Z	200	added ('OK')	text/html	etag:W/%2297518a29b49570662e4ec34be772c1c5--gzip%22	https://reed-chicory-2fpn.squarespace.com/about	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/about.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:08	209208/209208	---M-Z	200	added ('OK')	text/html	etag:W/%22bc93bf0aa5c6ea1efe2ed5f8200fc9e8--gzip%22	https://reed-chicory-2fpn.squarespace.com/committee	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/committee.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:10	188310/188310	---M-Z	200	added ('OK')	text/html	etag:W/%2217fc5c529d30c9af8847b9686a68deb4--gzip%22	https://reed-chicory-2fpn.squarespace.com/meetings	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/meetings.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:10	313488/313488	---MCZ	200	added ('OK')	text/html	etag:W/%22422e86643b647093277aebeb5cf6dcc3--gzip%22	https://reed-chicory-2fpn.squarespace.com/membership	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/membership.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:12	302532/302532	---MCZ	200	added ('OK')	text/html	etag:W/%226ab341da19d6949cc6a9e414d5d59c37--gzip%22	https://reed-chicory-2fpn.squarespace.com/events	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:15	762130/762130	---M-Z	200	added ('OK')	text/javascript	etag:%22319de98f110d3da2dd2a1953e9c4fd02%22	http://assets.squarespace.com/universal/scripts-compressed/common-ac76fbd9f0304b1c1e63a-min.en-US.js	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/scripts-compressed/common-ac76fbd9f0304b1c1e63a-min.en-US.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:15	0/0	---M--	302	error ('Found')	text/html	etag:W/%22e8517f8ca8053b4e0915ffff8cb7cf05%22	https://reed-chicory-2fpn.squarespace.com/self-determination-in-action-1	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/self-determination-in-action-1.17.delayed	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:16	211868/211868	---M-Z	200	added ('OK')	text/html	etag:W/%2236f007869769032ae991b25b4f7a7e94%22	https://reed-chicory-2fpn.squarespace.com/team	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/team.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:16	299228/299228	---MCZ	200	added ('OK')	text/html	etag:W/%22938fc16266f82dedc701428bb15f2877--gzip%22	https://reed-chicory-2fpn.squarespace.com/about-self-determination	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/about-self-determination.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:16	0/0	---M--	302	error ('Found')	text/html	etag:W/%22f57aafcd99113ac612af998de35c54b2%22	https://reed-chicory-2fpn.squarespace.com/charting-the-lifecourse	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/charting-the-lifecourse.1a.delayed	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:17	187385/187385	---M-Z	200	added ('OK')	text/html	etag:W/%22bf116f2b7d718528b458b65af4f552f6--gzip%22	https://reed-chicory-2fpn.squarespace.com/about-1	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/about-1.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:17	0/0	---M--	302	error ('Found')	text/html	etag:W/%2200b9ea2cb65424ba3a4181b323d3a11a%22	https://reed-chicory-2fpn.squarespace.com/resources-1	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/resources-1.1c.delayed	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:18	188155/188155	---MCZ	200	added ('OK')	text/html	etag:W/%22c245578a9dde75147ee74b4b3281d276--gzip%22	https://reed-chicory-2fpn.squarespace.com/resources	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/resources.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:18	184744/184744	---MCZ	200	added ('OK')	text/html	etag:W/%2294eb7b22ab36dc51be89cd82b546e023--gzip%22	https://reed-chicory-2fpn.squarespace.com/people-first	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/people-first.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:19	189106/189106	---MCZ	200	added ('OK')	text/html	etag:W/%22f9e7f538d1cb11fcfda560b9fb6f1a99--gzip%22	https://reed-chicory-2fpn.squarespace.com/st-louis-arc	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/st-louis-arc.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:19	183347/183347	---MCZ	200	added ('OK')	text/html	etag:W/%229219c48388fb61a4a4299dd02dc22e9a--gzip%22	https://reed-chicory-2fpn.squarespace.com/gateway-coalition	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/gateway-coalition.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:20	180738/180738	---MCZ	200	added ('OK')	text/html	etag:W/%22d868109913dc12ccf34ab0c3962f6754--gzip%22	https://reed-chicory-2fpn.squarespace.com/umkc-sd-stakeholders	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/umkc-sd-stakeholders.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:20	180749/180749	---MCZ	200	added ('OK')	text/html	etag:W/%22d13a7e5b6017543d8b5158cc5d2178f5--gzip%22	https://reed-chicory-2fpn.squarespace.com/open-futures-learning	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/open-futures-learning.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:21	180749/180749	---MCZ	200	added ('OK')	text/html	etag:W/%228d724a3e9d4e47485d2078e91fe73596--gzip%22	https://reed-chicory-2fpn.squarespace.com/safe-circle-coalition	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/safe-circle-coalition.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:22	183215/183215	---MCZ	200	added ('OK')	text/html	etag:W/%22f954768422d2e3c672f687c10057ad79--gzip%22	https://reed-chicory-2fpn.squarespace.com/shade	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/shade.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:22	292106/292106	---M-Z	200	added ('OK')	text/html	etag:W/%22c655e3da58a1dea30214e05a170fa5eb--gzip%22	https://reed-chicory-2fpn.squarespace.com/programs	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/programs.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:23	306101/306101	---MCZ	200	added ('OK')	text/html	etag:W/%22d3758849c815633bd98f0d57e31df912--gzip%22	https://reed-chicory-2fpn.squarespace.com/events-1	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/events-1.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:23	201795/201795	---M-Z	200	added ('OK')	text/html	etag:W/%22f159fa02a252d163344d7b74738330e5--gzip%22	https://reed-chicory-2fpn.squarespace.com/faq	D:/IEC/Web%20stuff/IEC%20site%20draft/reed-chicory-2fpn.squarespace.com/faq.html	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:23	17762/17762	---M--	200	added ('OK')	image/png	etag:CPqZqZDCk/QCEAE=	https://images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/78ac339a-ee98-4ca7-81ac-3c250258dff8/Midwest_White_Cropped.png	D:/IEC/Web%20stuff/IEC%20site%20draft/images.squarespace-cdn.com/content/v1/618c27607b5c9c3d625a6332/78ac339a-ee98-4ca7-81ac-3c250258dff8/Midwest_White_Cropped.png	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:24	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:24	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:25	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:25	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:25	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:25	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:26	157539/157539	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Mar%202022%2018:40:23%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9312246c1b2e0ab7fccf15c830eeeb31.js	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9312246c1b2e0ab7fccf15c830eeeb31.js	(from https://reed-chicory-2fpn.squarespace.com/)
12:40:27	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:27	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:27	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:27	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:27	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	D:/IEC/Web%20stuff/IEC%20site%20draft/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:28	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:28	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
12:40:28	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	D:/IEC/Web%20stuff/IEC%20site%20draft/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/618c27607b5c9c3d625a6332/3/5c5a519771c10ba3470d8101/618c27617b5c9c3d625a633f/1193/site.css)
